,index,id,usuario,tweet,ubicacion,nombre_de_pila,codigo_pais,hora_pais,fecha,hora,mes,año,dia,dia_semana,periodo,Latitud,Longitud,sentimiento
59,3974,1751665279459880960,sybanezqui,"Por eso deben defenderse a como de lugar. Israel, con el poderío bélico que tiene para defenderse, si no intentará proteger a los rehenes y civiles de Gaza, hubiera terminado esta guerra en 2 o 3 días.",sin ubicación,Marieta,sin ubicación,2024-01-28 18:55:21,2024-01-28,1900-01-01 17:55:21,enero,2024,28,domingo,Tarde,,,Negativo
60,3975,1751663144064176128,DEVILISH3S,"La gente no comprende tanto que esta jodida no es una guerra, no hay dos países que luchan, Israel comete terrorismo y quiere aniquilar a Gaza, es una lucha unilateral donde solo Israel ataca, donde Israel comete genocidio, es solo ataques y deseo aniquilar a los palestinos",sin ubicación,magurine,sin ubicación,2024-01-28 18:46:52,2024-01-28,1900-01-01 17:46:52,enero,2024,28,domingo,Tarde,,,Negativo
61,3976,1751047531289874944,Robert_Martin72,"Aquí hay un día en Israel en comparación con un día en Gaza.

Esto en realidad me hace sentir enfermo.https://t.co/vjjue07emw",Australia,Robert Martin 🇵🇸,AU,2024-01-27 12:00:39,2024-01-27,1900-01-01 01:00:39,enero,2024,27,sábado,Noche,-27.0,133.0,Neutral
62,3980,1751662712268922880,DubeuxNavarro,"Esta no es una guerra.Es una masacre.Los misiles que van a Israel no provienen de la tira de Gaza.
Y durante el bombardeo, dudo que haya gente de Hamas en Gaza.Regresaron allí cuando Israel comenzó los ataques terrestres.",Brasil,Sérgio Dubeux Navarro,BR,2024-01-28 15:45:09,2024-01-28,1900-01-01 17:45:09,enero,2024,28,domingo,Tarde,-10.0,-55.0,Negativo
63,4175,1751662403320738048,RobertL009,"Guerra entre Israel y Hamás en Gaza, en directo: última hora del conflicto en vivo https://t.co/veyER3yMaI",sin ubicación,Robert Langdon 🇪🇸🇵🇷🇺🇦,sin ubicación,2024-01-28 18:43:55,2024-01-28,1900-01-01 17:43:55,enero,2024,28,domingo,Tarde,,,Neutral
64,4176,1751660532803810048,DiarioElPeruano,"El director de la CIA, William Burns, y altos cargos de Egipto, Catar e Israel conversaron este domingo en París (Francia) sobre un eventual acuerdo para una tregua en la guerra de Gaza.
https://t.co/Dm138igGp2 https://t.co/RTaI3FnLkD",Perú,Diario El Peruano,PE,2024-01-28 12:36:29,2024-01-28,1900-01-01 17:36:29,enero,2024,28,domingo,Tarde,-10.0,-76.0,Neutral
65,4217,1751659355307474944,edmundoecuador1,"Cínicos terroristas, eligen terroristas que se dedican a atacar Israel con guerra sucia esperando que Israel no responda, y cuando responde, son los malos. Israel mantenía a Gaza, criminal enfermo",sin ubicación,Edmundo Cueva,sin ubicación,2024-01-28 18:31:49,2024-01-28,1900-01-01 17:31:49,enero,2024,28,domingo,Tarde,,,Negativo
66,4218,1751658409923887104,javierespinosa2,"La muerte de 3 soldados de EEUU, en un ataque del que Washington responsabiliza a las milicias pro iraníes de Irak, supone un paso más en el camino hacia una guerra regional devastadora que iniciamos otorgando total impunidad a Israel en Gaza.",España,Javier Espinosa,ES,2024-01-28 18:28:03,2024-01-28,1900-01-01 17:28:03,enero,2024,28,domingo,Tarde,40.0,-4.0,Neutral
67,4443,1751656423564488960,Superbo93560944,"Master, seguí el siguiente razonamiento y encontras al culpable.
Si Hamas quiere vivir en paz y con dos estados, usar la ayuda internacional para levanta Gaza, deja de fabricar túneles y tirar cohetes durante 17 años, la guerra termina mañana.
Si fuera Israel, mueren 9 millones",sin ubicación,Superbot,sin ubicación,2024-01-28 18:20:10,2024-01-28,1900-01-01 17:20:10,enero,2024,28,domingo,Tarde,,,Neutral
68,4444,1751658095137133056,Fustigador88,"Como Israel tiene derecho a defenderse, ha asesinado a 26.000 palestinos, pero pueden ser 50.000 o 100.000 que la Haya no condenará el genocidio. La respuesta es proporcionada, por 1.200 israelitas x 26.000 palestinos. Si fuese al revés habría estallado una guerra mundial.",España,Fustigador,ES,2024-01-28 18:26:48,2024-01-28,1900-01-01 17:26:48,enero,2024,28,domingo,Tarde,40.0,-4.0,Positivo
69,4669,1751653766644814080,SarahYanezR,"Ataque con drones mató a 3 soldados de EEUU cerca de frontera con Siria
Washington to lo atribuye a militantes radicales respaldados por Irán
Este ataque puede inflamar las tensiones que han ido aumentando en la región desde el inicio de guerra Israel-Gaza https://t.co/9T50R50dKF",United States,Sarah Yáñez-Richards,US,2024-01-28 12:09:36,2024-01-28,1900-01-01 17:09:36,enero,2024,28,domingo,Tarde,38.0,-97.0,Neutral
70,4751,1751651625821750016,AgenciaEstado,"cuatro meses.Sin apoyo financiero, sería necesario reducir la ayuda a más de dos millones de palestinos a partir de febrero.",Brasil,Broadcast,BR,2024-01-28 15:01:06,2024-01-28,1900-01-01 17:01:06,enero,2024,28,domingo,Tarde,-10.0,-55.0,Neutral
71,4946,1751651568762426112,Articulo66Nica,"Desde noviembre, los rebeldes hutíes multiplican sus ataques contra buques mercantes en el mar Rojo y el Golfo de Adén, en ""solidaridad"" con los palestinos de Gaza por la guerra entre Israel y Hamás.   https://t.co/A6aIshGmW1",Nicaragua,Artículo 66,NI,2024-01-28 11:00:52,2024-01-28,1900-01-01 17:00:52,enero,2024,28,domingo,Tarde,13.0,-85.0,Neutral
72,4954,1751651387249722112,primerahora,El anuncio llegó entre tensiones agravadas en todo Oriente Medio por la guerra que mantiene Israel contra Hamás en la Franja de Gaza. https://t.co/MG59PTfjbK,United States,Primera Hora,US,2024-01-28 12:00:09,2024-01-28,1900-01-01 17:00:09,enero,2024,28,domingo,Tarde,38.0,-97.0,Neutral
73,5036,1751651352936378880,ameliarueda,¿Cuál es la reacción de Costa Rica ante lo señalado por la Corte Internacional de Justicia a Israel sobre la guerra en Gaza? https://t.co/CHs5Fcj95r,Costa Rica,Amelia Rueda,CR,2024-01-28 11:00:01,2024-01-28,1900-01-01 17:00:01,enero,2024,28,domingo,Tarde,10.0,-84.0,Neutral
74,5046,1751649849882170112,miriammartinho,"Debe informar al mundo cómo Israel debe proceder a un escenario en el que Hamas haya convertido a toda Gaza en estructuras militares, desde hospitales hasta lugares de culto, desde escuelas hasta hogares.Por la ley de la guerra, ni del crimen de guerra de Israel puede ser acusado en este caso.",Brasil,Míriam Martinho,BR,2024-01-28 14:54:02,2024-01-28,1900-01-01 16:54:02,enero,2024,28,domingo,Tarde,-10.0,-55.0,Neutral
75,5241,1751648184089072128,Diario_Pontev,"""La población de Gaza está ahora completamente traumatizada""
Raquel Martí, directora en España de la Unrwa, la Agencia para los Refugiados Palestinos de Naciones Unidas ► La guerra entre Israel y Hamás dejó más de 26.000 muertos https://t.co/UfjcgdjaC7",España,Diario de Pontevedra,ES,2024-01-28 17:47:25,2024-01-28,1900-01-01 16:47:25,enero,2024,28,domingo,Tarde,40.0,-4.0,Neutral
76,5466,1751647853225657088,elprogreso_Lugo,"""La población de Gaza está ahora completamente traumatizada""
Raquel Martí, directora en España de la Unrwa, la Agencia para los Refugiados Palestinos de Naciones Unidas ► La guerra entre Israel y Hamás dejó más de 26.000 muertos https://t.co/H2rcnuK9DM",España,El Progreso de Lugo,ES,2024-01-28 17:46:06,2024-01-28,1900-01-01 16:46:06,enero,2024,28,domingo,Tarde,40.0,-4.0,Neutral
77,5691,1751647648153480960,NoticiasRCN,"| Se llevó a cabo una reunión de alto nivel entre EE. UU., Egipto, Israel y Catar para hablar sobre un eventual acuerdo que defina una tregua a la guerra en Gaza. ⬇ Clic abajo ⬇

https://t.co/9KsDT5z4KM",Colombia,Noticias RCN,CO,2024-01-28 11:45:18,2024-01-28,1900-01-01 16:45:18,enero,2024,28,domingo,Tarde,4.0,-72.0,Neutral
78,5731,1751643988149382912,starholl4nd,"Ella dijo que iba a estudiar, publicó pidiendo donaciones a Gaza y en octubre publicó algo de Israel Última cosa sobre la guerra.Como entendí que era que Amg",United States,ᴍᴀɴᴜ⁴ 🍉,US,2024-01-28 11:30:45,2024-01-28,1900-01-01 16:30:45,enero,2024,28,domingo,Tarde,38.0,-97.0,Neutral
79,5813,1751642792521031936,FalasAbuAmal,"Periódico de  ""Kol Ha'ir"": “Las bombas lanzadas por el ejército israelí sobre  en 4 meses superan las utilizadas por  en su guerra contra  durante dos años. Las estimaciones sugieren que la cantidad de bombas utilizadas por el ejército israelí en Gaza supera las empleadas por  en la Segunda Guerra Mundial”.",United States,Abu Amal,US,2024-01-28 11:26:00,2024-01-28,1900-01-01 16:26:00,enero,2024,28,domingo,Tarde,38.0,-97.0,Neutral
80,5895,1751642697679421952,InsipidBeanley,"Guerra en Gaza: ""Israel está usando la comida como un arma de guerra contra la población palestina"", Paula Gaviria, relatora de la ONU - BBC News Mundo https://t.co/KHETyZE20I",sin ubicación,Insipid Beanley,sin ubicación,2024-01-28 17:25:37,2024-01-28,1900-01-01 16:25:37,enero,2024,28,domingo,Tarde,,,Neutral
81,5896,1751641058381839872,AlexOrt75246616,"Quien es mas terrorista, Hamas o Israel ? Los Judios tambien han dicho que quieren borrar del mapa a los Palestinos. Netanyahu no quiere que termine la guerra porque lo ha protegido de la carcel por corrupcion, y por eso esta ejecutando un nuevo holocausto en Gaza.",sin ubicación,Alex Ortega,sin ubicación,2024-01-28 17:19:06,2024-01-28,1900-01-01 16:19:06,enero,2024,28,domingo,Tarde,,,Positivo
82,5897,1751640283555450880,monvargasr,"Y el señor preocupado por los niños de Gaza (que no se espera que sigan en guerra) pero no se preocupo por la masacre de Israel.
Peor aún no se preocupo por los niños con fusiles en Guerrero o por los niños que no tienen posibilidades de vivir sin medicamentos. 
Tu obra es genial",sin ubicación,monvargasr *МОИ*,sin ubicación,2024-01-28 17:16:02,2024-01-28,1900-01-01 16:16:02,enero,2024,28,domingo,Tarde,,,Negativo
83,5898,1751638438116258048,psdmspinheiro,Suspendieron la contribución a UNRWA que aseguró la protección de más de un cabreado de palestinos expulsados ​​desde el norte de Gaza al sur.Estos estados conmemorativos no hicieron nada sobre la oración CIJ que denunció los crímenes de guerra de Isrsel.Israel acusó a la ONU de ser,sin ubicación,paulo pinheiro,sin ubicación,2024-01-28 17:08:42,2024-01-28,1900-01-01 16:08:42,enero,2024,28,domingo,Tarde,,,Negativo
84,5899,1751636229190476032,DubeuxNavarro,"No estoy de acuerdo.
Israel, cuando Invade Gaza lo hace como un estado.
Cuando se defiende de las acusaciones, lo hace como religión y etnia.Y dice que es perseguido con el respaldo de su trágico pasado.
Presionar económicamente al final de la guerra es válido.",Brasil,Sérgio Dubeux Navarro,BR,2024-01-28 13:59:55,2024-01-28,1900-01-01 15:59:55,enero,2024,28,domingo,Tarde,-10.0,-55.0,Negativo
85,6094,1751636155718595072,LailaYoret,"Ello es consecuencia d la guerra iniciada XHamas. Menos mal, los niños se ven bien, sanos, alimentados y abrigados. Ojalá q Hamás, q fue gobierno en Gaza, hubiera previsto su bienestar. En Israel hay 200.000 desplazados tras la masacre del 7/10, atendidos por el sistema israelí",sin ubicación,Laila Yoret,sin ubicación,2024-01-28 16:59:38,2024-01-28,1900-01-01 15:59:38,enero,2024,28,domingo,Tarde,,,Neutral
86,6095,1751636027733683968,SimMariasilva,"¿Sabes cuántas veces tuiteó Mariana Mortágua sobre Ucrania en 2023?
- 0 (cero)

Sobre la guerra en Gaza?
- 23;Todo del 18/10 (con estas palabras ""Israel golpeó un hospital en Gaza"", todavía allí).

¿Condenas al ataque 7/10?",sin ubicación,Sim...MariaSilva🙄,sin ubicación,2024-01-28 16:59:07,2024-01-28,1900-01-01 15:59:07,enero,2024,28,domingo,Tarde,,,Neutral
87,6096,1751634090229382912,JGpolitica,"Quieren afectar la ONU porque no ha apoyado el genocidio de Israel en Gaza. Para ellos lo único grave de esa guerra fué el ataque terrorista de Hamas contra Israel, que no tiene justificación.
https://t.co/N7jLQs8glM",República Dominicana,Economía y Política,DO,2024-01-28 11:51:25,2024-01-28,1900-01-01 15:51:25,enero,2024,28,domingo,Tarde,19.0,-70.66666666,Negativo
88,6115,1751631451538292992,UniNoticias,"Más de 2 millones de personas dependen de la ayuda humanitaria para sobrevivir en Gaza.

Ese dinero está ahora en jaque: te lo explicamos aquí.
https://t.co/WXD42AwRqW",United States,Univision Noticias,US,2024-01-28 10:40:56,2024-01-28,1900-01-01 15:40:56,enero,2024,28,domingo,Tarde,38.0,-97.0,Neutral
89,6197,1751631471964512000,zjattin,"Guerra entre Israel y Gaza, en directo | Guterres pide que se mantengan los fondos a la agencia de la ONU para los refugiados palestinos   https://t.co/BUMw2wFamu a través de",sin ubicación,Zulema Jattin,sin ubicación,2024-01-28 16:41:01,2024-01-28,1900-01-01 15:41:01,enero,2024,28,domingo,Tarde,,,Neutral
90,6198,1751631127243022080,ScarletI59093,Por qué Israel está perdiendo la “guerra” en Gaza |  https://t.co/PPL3KfvkVp via,sin ubicación,scarlet irigoyen,sin ubicación,2024-01-28 16:39:39,2024-01-28,1900-01-01 15:39:39,enero,2024,28,domingo,Tarde,,,Neutral
91,6199,1751630788859207936,NanaNasser,"Da miedo saber de usted, Petra, sobre la Guerra de Hamas X Israel.¿No hay simetría?Hamas es un partido político, es del gobierno de Gaza.
Israel lo ha perdido toda la razón, ya que está cometiendo genocidio.Tengo la sensación de que ni siquiera entiendes las noticias que informas.",Brasil,Fernanda,BR,2024-01-28 13:38:18,2024-01-28,1900-01-01 15:38:18,enero,2024,28,domingo,Tarde,-10.0,-55.0,Positivo
92,6394,1751630161269726976,PinotxoSantxez,"El día 6 había paz
El día 7 el gobierno de Gaza invadió Israel y asesino 1400 personas . Secuestro a más de 200. Violo a más de 400 mujeres

Fue un acto de guerra...el gobierno de Gaza declaró la guerra...ahora es lo que tenéis 

GUERRA",sin ubicación,SinPerdon,sin ubicación,2024-01-28 16:35:48,2024-01-28,1900-01-01 15:35:48,enero,2024,28,domingo,Tarde,,,Neutral
93,6395,1751629845304413952,KupervaserD,"SECUELAS DE LA RESOLUCIÓN DE LA CORTE DE JUSTICIA INTERNACIONAL DE ADVERTIR A ISRAEL QUE  PODRIA COMETER DELITO DE GENOCIDIO EN GAZA
Existe posibilidad que politicos y militares israelies de alto rango sean acusados de delitos de guerra por parte de la Corte Penal Internacional",Israel,Kupervaser Daniel,IL,2024-01-28 17:34:33,2024-01-28,1900-01-01 15:34:33,enero,2024,28,domingo,Tarde,31.5,34.75,Neutral
94,6500,1751628699059770112,Tati_GFreer,Arremeten contra Netanyahu por fracaso en guerra contra Gaza: El ex primer ministro de Israel Ehud Olmert (2006-2009) ha arremetido contra el gabinete de Benjamín Netanyahu por su fracaso en la guerra contra HAMAS en Gaza. https://t.co/XdUrELVu2Y,sin ubicación,Tatiana Gamboa Freer (تاتيـــانا),sin ubicación,2024-01-28 16:30:00,2024-01-28,1900-01-01 15:30:00,enero,2024,28,domingo,Tarde,,,Positivo
95,6501,1751627781773882112,GuerraSoraya,"¿Genocidio?

¡Es una guerra entre Israel y la organización terrorista islámica Hamas!

¡Gaza estará mejor sin Hamas!",United States,Soraya Guerra,US,2024-01-28 10:26:21,2024-01-28,1900-01-01 15:26:21,enero,2024,28,domingo,Tarde,38.0,-97.0,Negativo
96,6583,1751627016514727936,Cristi_latin,"Son los árabes los q llevan intentando extermminar a los judíoss desde 1948.
Israel ganó todas las guerras iniciadas por sus enemigos. Tuvo oportunidades d aniquilar a la población en Gaza. Ni lo hizo antes ni lo hace ahora.
Lo decís solo para q detenga la guerra y gane Hamás.",España,🇮🇱Cris Bravo Bosch🇵🇹,ES,2024-01-28 16:23:19,2024-01-28,1900-01-01 15:23:19,enero,2024,28,domingo,Tarde,40.0,-4.0,Neutral
97,6808,1751625172472185088,Orianabeatrizhp,"Israel pidió a la población en gaza que se retirará ya que iba a combatir y acabar con el grupo terrorista Hamás.

Hamás decidió cerrar carreteras y caminos para evitar que el pueblo que dice defender pudiese huir del campo de guerra. 

Hamás (que por cierto significa violencia)",sin ubicación,Oriana,sin ubicación,2024-01-28 16:15:59,2024-01-28,1900-01-01 15:15:59,enero,2024,28,domingo,Tarde,,,Positivo
98,6809,1751625169859407872,originariosAR,"Hambruna en Gaza| ""Israel está usando la comida como un arma de guerra contra la población palestina"": Paula Gaviria, relatora de la ONU  https://t.co/hE3BtJoHV0",Argentina,originarios.ar,AR,2024-01-28 12:15:58,2024-01-28,1900-01-01 15:15:58,enero,2024,28,domingo,Tarde,-34.0,-64.0,Neutral
99,6902,1751624999679492096,RadioReporte,Miles de personas participaron en una manifestación de solidaridad conexigiendo el fin de los crímenes de guerra cometidos poren  Los participantes levantaron pancartas denunciando la matanza de niños y otras personas en   https://t.co/bUU56WFa9Q,sin ubicación,Reporte Global,sin ubicación,2024-01-28 16:15:18,2024-01-28,1900-01-01 15:15:18,enero,2024,28,domingo,Tarde,,,Neutral
100,6903,1751624924383589120,embpalestinauru,"⚫️El hospital indonesio en el norte de  quedó totalmente destruido. 

Innegable crimen de guerra cometido por  para promover su 

Debe haber sanciones contra Israel ahora.",Uruguay,Embajada del Estado de Palestina en Uruguay,UY,2024-01-28 12:15:00,2024-01-28,1900-01-01 15:15:00,enero,2024,28,domingo,Tarde,-33.0,-56.0,Neutral
